category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Process	GO:0090407	36	89	406327	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54795.1,carA,pyrB,purT,guaB,hpt,purQ,purL,ribK,thiC,mptD,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,MMP0540,ABR55591.1	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54795.1,carA,pyrB,purT,guaB,hpt,purQ,purL,ribK,thiC,mptD,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,purC,ABR55591.1	7.2e-05	0.0012	Organophosphate biosynthetic process
Process	GO:1901135	33	80	406327	guaAB,pyrG,ABR54203.1,carB,tmk,purF,purM,purO,purP,purA,guaAA,pyrE,ABR54722.1,pgk,carA,pyrB,ABR54999.1,cofC,purT,guaB,hpt,purQ,purL,ribK,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,MMP0540	guaAB,pyrG,ABR54203.1,carB,tmk,purF,purM,purO,purP,purA,guaAA,pyrE,ABR54722.1,pgk,carA,pyrB,ABR54999.1,cofC,purT,guaB,hpt,purQ,purL,ribK,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,purC	0.00011	0.0018	Carbohydrate derivative metabolic process
Process	GO:0008652	31	73	406327	ABR53955.1,ABR54082.1,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,leuC,hisC,asd,leuC-2,ABR54747.1,carA,ABR54907.1,hisF,argG,argC,ilvE-2,ABR55040.1,leuD,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,ABR55587.1	ABR53955.1,ABR54082.1,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,leuC,hisC,asd,leuC-2,ABR54747.1,carA,ABR54907.1,hisF,argG,argC,ilvE-2,ABR55040.1,leuD,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,ABR55587.1	0.00012	0.0019	Cellular amino acid biosynthetic process
Process	GO:1901362	55	169	406327	guaAB,pyrG,ABR53969.1,ABR54203.1,carB,tmk,purF,bioB,nadA,purM,dnaG,purO,rpoH,nusA,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54747.1,bioD,bioF,bioW,ABR54795.1,carA,pyrB,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,purT,MMP0126,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,apt2,MMP0540,ABR55591.1	guaAB,pyrG,ABR53969.1,ABR54203.1,carB,tmk,purF,bioB,nadA,purM,dnaG,purO,rpoH,nusA,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54747.1,bioD,bioF,bioW,ABR54795.1,carA,pyrB,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,purT,ABR55031.1,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,apt2,purC,ABR55591.1	0.00013	0.002	Organic cyclic compound biosynthetic process
Process	GO:0006520	41	113	406327	pyrG,ABR53955.1,ABR54082.1,iscS,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,purF,leuC,hisC,asd,guaAA,leuC-2,nadK,ABR54747.1,carA,trpS,pyrB,ABR54907.1,hisF,ABR54928.1,argG,argC,ilvE-2,ABR55040.1,leuD,purQ,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,proS,ABR55585.1,ABR55587.1	pyrG,ABR53955.1,ABR54082.1,iscS,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,purF,leuC,hisC,asd,guaAA,leuC-2,nadK,ABR54747.1,carA,trpS,pyrB,ABR54907.1,hisF,ABR54928.1,argG,argC,ilvE-2,ABR55040.1,leuD,purQ,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,proS,ABR55585.1,ABR55587.1	0.00016	0.0025	Cellular amino acid metabolic process
Process	GO:0006188	12	14	406327	ABR54203.1,purF,purM,purO,purP,purT,hpt,purQ,purL,purE,purD,MMP0540	ABR54203.1,purF,purM,purO,purP,purT,hpt,purQ,purL,purE,purD,purC	0.0002	0.0029	IMP biosynthetic process
Process	GO:0009152	19	34	406327	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,ABR54722.1,purT,guaB,hpt,purQ,purL,purE,purD,ABR55323.1,apt2,MMP0540	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,ABR54722.1,purT,guaB,hpt,purQ,purL,purE,purD,ABR55323.1,apt2,purC	0.00019	0.0029	Purine ribonucleotide biosynthetic process
Process	GO:0044283	45	132	406327	ABR53955.1,ABR53969.1,ABR54082.1,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,leuC,hisC,bioB,nadA,asd,leuC-2,ABR54747.1,bioD,bioF,bioW,carA,ABR54907.1,hisF,argG,argC,MMP0126,ilvE-2,ABR55040.1,leuD,hpt,ribK,thiC,ABR55199.1,ilvD,hacB,ABR55285.1,dapA,apt2,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,MMP0540,ABR55587.1	ABR53955.1,ABR53969.1,ABR54082.1,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,leuC,hisC,bioB,nadA,asd,leuC-2,ABR54747.1,bioD,bioF,bioW,carA,ABR54907.1,hisF,argG,argC,ABR55031.1,ilvE-2,ABR55040.1,leuD,hpt,ribK,thiC,ABR55199.1,ilvD,hacB,ABR55285.1,dapA,apt2,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,purC,ABR55587.1	0.00024	0.0034	Small molecule biosynthetic process
Process	GO:0019438	48	145	406327	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,dnaG,purO,rpoH,nusA,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54747.1,ABR54795.1,carA,pyrB,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,purT,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,apt2,MMP0540	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,dnaG,purO,rpoH,nusA,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54747.1,ABR54795.1,carA,pyrB,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,purT,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,apt2,purC	0.00026	0.0036	Aromatic compound biosynthetic process
Process	GO:0019386	12	15	406327	ABR54470.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,hmd,mtd,ABR55555.1	ABR54470.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,hmd,mtd,ABR55555.1	0.00031	0.0042	Methanogenesis, from carbon dioxide
Process	GO:0044272	22	46	406327	ABR53969.1,ABR54082.1,ABR54089.1,ABR54123.1,bioB,ABR54532.1,asd,ABR54719.1,ABR54720.1,ABR54722.1,bioD,bioF,bioW,MMP0126,ABR55046.1,thiC,ABR55116.1,ABR55199.1,ABR55213.1,ABR55214.1,ABR55285.1,ABR55435.1	ABR53969.1,ABR54082.1,ABR54089.1,ABR54123.1,bioB,ABR54532.1,asd,ABR54719.1,ABR54720.1,ABR54722.1,bioD,bioF,bioW,ABR55031.1,ABR55046.1,thiC,ABR55116.1,ABR55199.1,ABR55213.1,ABR55214.1,ABR55285.1,ABR55435.1	0.00034	0.0044	Sulfur compound biosynthetic process
Process	GO:1901564	98	376	406327	guaAB,pyrG,ABR53955.1,ABR53969.1,ABR54075.1,ABR54082.1,iscS,ABR54089.1,eIF5A,hisG,hisD,ABR54203.1,carB,ABR54255.1,tmk,ABR54293.1,ilvE,argD,purF,leuC,hisC,bioB,nadA,purM,gatE,purO,rpl18e,purP,asd,ef1b,rpl32e,rpl30,purA,spt5,guaAA,leuC-2,nadK,pyrE,ABR54722.1,ABR54747.1,pgk,bioD,bioF,bioW,ABR54795.1,rps15,carA,trpS,rps8e,pyrB,ABR54907.1,ABR54912.1,rps27e,hisF,ABR54928.1,argG,ABR54988.1,ABR54999.1,hemA,ABR55001.1,rpl21e,argC,cofC,purT,MMP0126,ilvE-2,guaB,ABR55040.1,leuD,hpt,MMP0153,purQ,purL,ribK,thiC,mptD,rpl12,purE,ABR55199.1,ilvD,hacB,pyrH,purD,ABR55285.1,pyrD,ABR55323.1,dapA,ABR55368.1,eif1a,apt2,ilvC,ABR55434.1,ABR55435.1,proS,ABR55585.1,MMP0540,ABR55587.1,ABR55591.1	guaAB,pyrG,ABR53955.1,ABR53969.1,ABR54075.1,ABR54082.1,iscS,ABR54089.1,eIF5A,hisG,hisD,ABR54203.1,carB,ABR54255.1,tmk,ABR54293.1,ilvE,argD,purF,leuC,hisC,bioB,nadA,purM,gatE,purO,rpl18e,purP,asd,ef1b,rpl32e,rpl30,purA,spt5,guaAA,leuC-2,nadK,pyrE,ABR54722.1,ABR54747.1,pgk,bioD,bioF,bioW,ABR54795.1,rps15,carA,trpS,rps8e,pyrB,ABR54907.1,ABR54912.1,rps27e,hisF,ABR54928.1,argG,ABR54988.1,ABR54999.1,hemA,ABR55001.1,rpl21e,argC,cofC,purT,ABR55031.1,ilvE-2,guaB,ABR55040.1,leuD,hpt,ABR55056.1,purQ,purL,ribK,thiC,mptD,rpl12,purE,ABR55199.1,ilvD,hacB,pyrH,purD,ABR55285.1,pyrD,ABR55323.1,dapA,ABR55368.1,eif1a,apt2,ilvC,ABR55434.1,ABR55435.1,proS,ABR55585.1,purC,ABR55587.1,ABR55591.1	0.00037	0.0048	Organonitrogen compound metabolic process
Process	GO:0006189	11	13	406327	ABR54203.1,purF,purM,purO,purP,purT,purQ,purL,purE,purD,MMP0540	ABR54203.1,purF,purM,purO,purP,purT,purQ,purL,purE,purD,purC	0.0004	0.0052	De novo IMP biosynthetic process
Process	GO:0019637	39	113	406327	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,pgk,ABR54795.1,carA,pyrB,ABR54999.1,cofC,purT,guaB,hpt,purQ,purL,ribK,thiC,mptD,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,MMP0540,ABR55591.1	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,pgk,ABR54795.1,carA,pyrB,ABR54999.1,cofC,purT,guaB,hpt,purQ,purL,ribK,thiC,mptD,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,purC,ABR55591.1	0.00054	0.0068	Organophosphate metabolic process
Process	GO:0006790	23	54	406327	ABR53969.1,ABR54082.1,iscS,ABR54089.1,ABR54123.1,bioB,ABR54532.1,asd,ABR54719.1,ABR54720.1,ABR54722.1,bioD,bioF,bioW,MMP0126,ABR55046.1,thiC,ABR55116.1,ABR55199.1,ABR55213.1,ABR55214.1,ABR55285.1,ABR55435.1	ABR53969.1,ABR54082.1,iscS,ABR54089.1,ABR54123.1,bioB,ABR54532.1,asd,ABR54719.1,ABR54720.1,ABR54722.1,bioD,bioF,bioW,ABR55031.1,ABR55046.1,thiC,ABR55116.1,ABR55199.1,ABR55213.1,ABR55214.1,ABR55285.1,ABR55435.1	0.00089	0.0111	Sulfur compound metabolic process
Process	GO:0006730	11	16	406327	ABR54123.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,hmd,mtd	ABR54123.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,hmd,mtd	0.0014	0.0166	One-carbon metabolic process
Process	GO:0044271	69	255	406327	guaAB,pyrG,ABR53969.1,eIF5A,ABR54203.1,carB,tmk,purF,bioB,nadA,purM,gatE,dnaG,purO,rpl18e,rpoH,nusA,purP,ef1b,rpl32e,rpl30,purA,spt5,guaAA,nadK,pyrE,ABR54722.1,bioD,bioF,bioW,ABR54795.1,rps15,carA,trpS,rps8e,pyrB,ABR54912.1,rps27e,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,rpl21e,purT,MMP0126,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,rpl12,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,eif1a,apt2,proS,MMP0540	guaAB,pyrG,ABR53969.1,eIF5A,ABR54203.1,carB,tmk,purF,bioB,nadA,purM,gatE,dnaG,purO,rpl18e,rpoH,nusA,purP,ef1b,rpl32e,rpl30,purA,spt5,guaAA,nadK,pyrE,ABR54722.1,bioD,bioF,bioW,ABR54795.1,rps15,carA,trpS,rps8e,pyrB,ABR54912.1,rps27e,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,rpl21e,purT,ABR55031.1,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,rpl12,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,eif1a,apt2,proS,purC	0.0016	0.0194	Cellular nitrogen compound biosynthetic process
Process	GO:0009150	21	50	406327	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,ABR54722.1,pgk,ABR54999.1,purT,guaB,hpt,purQ,purL,purE,purD,ABR55323.1,apt2,MMP0540	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,ABR54722.1,pgk,ABR54999.1,purT,guaB,hpt,purQ,purL,purE,purD,ABR55323.1,apt2,purC	0.0017	0.0204	Purine ribonucleotide metabolic process
Process	GO:0009098	8	9	406327	ABR53955.1,ABR54293.1,ilvE,leuC,leuC-2,ilvE-2,leuD,ABR55585.1	ABR53955.1,ABR54293.1,ilvE,leuC,leuC-2,ilvE-2,leuD,ABR55585.1	0.0021	0.0241	Leucine biosynthetic process
Process	GO:0006793	43	141	406327	guaAB,pyrG,ABR54203.1,carB,ABR54255.1,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,pgk,ABR54795.1,carA,pyrB,ABR54999.1,cofC,purT,guaB,hpt,purQ,purL,ribK,thiC,ABR55138.1,mptD,purE,hacB,pyrH,purD,prs,ABR55302.1,pyrD,ABR55323.1,ABR55368.1,apt2,MMP0540,ABR55591.1	guaAB,pyrG,ABR54203.1,carB,ABR54255.1,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,pgk,ABR54795.1,carA,pyrB,ABR54999.1,cofC,purT,guaB,hpt,purQ,purL,ribK,thiC,ABR55138.1,mptD,purE,hacB,pyrH,purD,prs,ABR55302.1,pyrD,ABR55323.1,ABR55368.1,apt2,purC,ABR55591.1	0.0023	0.0251	Phosphorus metabolic process
Process	GO:0006796	42	137	406327	guaAB,pyrG,ABR54203.1,carB,ABR54255.1,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,pgk,ABR54795.1,carA,pyrB,ABR54999.1,cofC,purT,guaB,hpt,purQ,purL,ribK,thiC,ABR55138.1,mptD,purE,pyrH,purD,prs,ABR55302.1,pyrD,ABR55323.1,ABR55368.1,apt2,MMP0540,ABR55591.1	guaAB,pyrG,ABR54203.1,carB,ABR54255.1,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,pgk,ABR54795.1,carA,pyrB,ABR54999.1,cofC,purT,guaB,hpt,purQ,purL,ribK,thiC,ABR55138.1,mptD,purE,pyrH,purD,prs,ABR55302.1,pyrD,ABR55323.1,ABR55368.1,apt2,purC,ABR55591.1	0.0024	0.0257	Phosphate-containing compound metabolic process
Process	GO:0009097	7	8	406327	ilvE,asd,ilvE-2,ilvD,ilvC,ABR55434.1,ABR55435.1	ilvE,asd,ilvE-2,ilvD,ilvC,ABR55434.1,ABR55435.1	0.0043	0.0463	Isoleucine biosynthetic process
Component	GO:0005737	149	595	406327	guaAB,pyrG,ABR53955.1,ABR53969.1,nifH,ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53989.1,sucD,ABR54073.1,iscS,ABR54089.1,ABR54123.1,trmY,eIF5A,hisG,hisD,ABR54203.1,rsmA,carB,ABR54254.1,ABR54255.1,tmk,ABR54286.1,ABR54293.1,ABR54298.1,ilvE,argD,ABR54338.1,ABR54352.1,purF,leuC,MMP1154,ABR54386.1,ABR54387.1,ABR54389.1,ABR54390.1,ABR54399.1,hisC,bioB,nadA,ABR54469.1,ABR54470.1,purM,gatE,ABR54498.1,ABR54532.1,ABR54567.1,ABR54572.1,ABR54573.1,rpoH,nusA,purP,ABR54600.1,asd,ef1b,ABR54642.1,purA,guaAA,ABR54663.1,leuC-2,ABR54702.1,nadK,pyrE,ABR54719.1,ABR54734.1,ABR54747.1,pgk,ABR54773.1,ABR54776.1,ABR54777.1,mtrE,mtrD,bioD,bioF,ABR54795.1,carA,trpS,albA,pyrB,ABR54896.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54907.1,ABR54912.1,rps27e,ABR54926.1,hisF,ABR54928.1,ABR54962.1,ABR54983.1,argG,pelA,ABR54999.1,hemA,ABR55002.1,ABR55004.1,pus10,ABR55008.1,argC,ABR55024.1,purT,MMP0126,ilvE-2,ABR55040.1,ABR55046.1,hpt,MMP0153,ABR55075.1,purQ,purL,thiC,ABR55138.1,pfdB,ABR55160.1,ABR55163.1,nac,ABR55213.1,ilvD,pyrH,purD,ABR55285.1,ABR55291.1,prs,pyrD,ABR55321.1,dapA,ABR55368.1,eif1a,tiaS,apt2,ilvC,ABR55434.1,ABR55435.1,proS,ABR55473.1,ABR55554.1,ABR55556.1,ABR55585.1,MMP0540,ABR55587.1,ABR55589.1,ABR55590.1,ABR55591.1	guaAB,pyrG,ABR53955.1,ABR53969.1,nifH,ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53989.1,sucD,ABR54073.1,iscS,ABR54089.1,ABR54123.1,trmY,eIF5A,hisG,hisD,ABR54203.1,rsmA,carB,ABR54254.1,ABR54255.1,tmk,ABR54286.1,ABR54293.1,ABR54298.1,ilvE,argD,ABR54338.1,ABR54352.1,purF,leuC,ABR54381.1,ABR54386.1,ABR54387.1,ABR54389.1,ABR54390.1,ABR54399.1,hisC,bioB,nadA,ABR54469.1,ABR54470.1,purM,gatE,ABR54498.1,ABR54532.1,ABR54567.1,ABR54572.1,ABR54573.1,rpoH,nusA,purP,ABR54600.1,asd,ef1b,ABR54642.1,purA,guaAA,ABR54663.1,leuC-2,ABR54702.1,nadK,pyrE,ABR54719.1,ABR54734.1,ABR54747.1,pgk,ABR54773.1,ABR54776.1,ABR54777.1,mtrE,mtrD,bioD,bioF,ABR54795.1,carA,trpS,albA,pyrB,ABR54896.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54907.1,ABR54912.1,rps27e,ABR54926.1,hisF,ABR54928.1,ABR54962.1,ABR54983.1,argG,pelA,ABR54999.1,hemA,ABR55002.1,ABR55004.1,pus10,ABR55008.1,argC,ABR55024.1,purT,ABR55031.1,ilvE-2,ABR55040.1,ABR55046.1,hpt,ABR55056.1,ABR55075.1,purQ,purL,thiC,ABR55138.1,pfdB,ABR55160.1,ABR55163.1,nac,ABR55213.1,ilvD,pyrH,purD,ABR55285.1,ABR55291.1,prs,pyrD,ABR55321.1,dapA,ABR55368.1,eif1a,tiaS,apt2,ilvC,ABR55434.1,ABR55435.1,proS,ABR55473.1,ABR55554.1,ABR55556.1,ABR55585.1,purC,ABR55587.1,ABR55589.1,ABR55590.1,ABR55591.1	1.67e-05	0.002	Cytoplasm
